Name,Latitude,Longitude,Address,City,Post Code,Phone,Opening Times,,,,,,,,,,,,,,,
Pendle Support,53.8556102,-2.1758138,Stanley Villas,Colne,BB8 0BP,0128 2504504,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Riddings Swimming Pool,53.5592774,-0.6721476,Enderby Road,Scunthorpe,DN17 2JL,0172 4280666,"Mon: 07:00 - 21:00, Tue: 07:00 - 20:30, Wed: 07:00 - 20:00, Thu: 07:00 - 20:00, Fri: 07:00 - 21:00, Sat: 08:00 - 15:00, Sun: 09:00 - 17:00",,,,,,,,,,,,,,,
Collyer's College,51.0707775,-0.3225657,82 Hurst Road,,RH12 2JE,0140 3210822,"Mon: 07:30 - 22:15, Tue: 07:30 - 22:15, Wed: 07:30 - 22:15, Thu: 07:30 - 22:15, Fri: 07:30 - 22:15, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Nadder Centre,51.0674297,-2.0867836,Weaveland Road,Tisbury,SP3 6HJ,0174 7871141,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 22:00, Sat: 08:00 - 17:00, Sun: 08:00 - 17:00",,,,,,,,,,,,,,,
Civic Centre Car Park,51.7537465,-0.3363634,Civic Close,St. Albans,AL1 3LD,0172 7819473,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Glenwood Day Centre,55.8048816,-4.2305768,160 Castlemilk Drive,Glasgow,G45 9UE,0141 2768980,"Mon: 09:00 - 16:30, Tue: 09:00 - 16:30, Wed: 09:00 - 16:30, Thu: 09:00 - 16:30, Fri: 09:00 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Triangle (The),50.9650327,-0.1523627,Triangle Way,West Sussex,RH15 8WA,0144 4876000,"Mon: 06:15 - 23:00, Tue: 06:15 - 23:00, Wed: 06:15 - 23:00, Thu: 06:15 - 23:00, Fri: 06:15 - 23:00, Sat: 07:00 - 22:00, Sun: 07:30 - 22:00",,,,,,,,,,,,,,,
Manchester City Etihad Stadium,53.4825449,-2.2008374,Ashton New Road,Manchester,M11 3FF,0161 4441894,"Mon: 09:00 - 23:00, Tue: 09:00 - 23:00, Wed: 09:00 - 23:00, Thu: 09:00 - 23:00, Fri: 09:00 - 23:00, Sat: 09:00 - 23:00, Sun: 09:00 - 23:00",,,,,,,,,,,,,,,
Kings Centre,51.1285435,-0.0095672,Moat Road,East Grinstead,RH19 3LN,0134 2328616,"Mon: 06:15 - 22:30, Tue: 06:15 - 22:30, Wed: 06:15 - 22:30, Thu: 06:15 - 22:30, Fri: 06:15 - 22:00, Sat: 06:15 - 19:30, Sun: 07:30 - 20:30",,,,,,,,,,,,,,,
Hawthorn Day Centre,55.8842817,-4.2485222,20 Ashfield Street,Glasgow,G22 5HP,0141 2764051,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: 09:00 - 16:00, Sun: 09:00 - 16:00",,,,,,,,,,,,,,,
Westgate Leisure Centre,50.8334674,-0.7866437,Via Ravenna,Chichester,PO19 1RJ,0333 0050396,"Mon: 06:30 - 22:30, Tue: 06:30 - 22:30, Wed: 06:30 - 22:30, Thu: 06:30 - 22:30, Fri: 06:30 - 22:30, Sat: 07:00 - 19:00, Sun: 09:00 - 19:00",,,,,,,,,,,,,,,
Milton Haig - Gravesend Community Day,51.4376252,0.3792418,Haig Gardens,Kent,DA12 1NE,0300 0422374,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Bournemouth University - The Fusion Building,50.7429165,-1.8964819,Talbot Campus,,BH12 5BB,00Te :012029,"Mon: 08:00 - 22:00, Tue: 08:00 - 22:00, Wed: 08:00 - 22:00, Thu: 08:00 - 22:00, Fri: 08:00 - 22:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Curve (The),51.5100719,-0.5949359,William Street,Slough,SL1 1XY,,"Mon: 09:00 - 17:00, Tue: 08:00 - 19:00, Wed: 08:00 - 19:00, Thu: 08:00 - 19:00, Fri: 09:00 - 17:00, Sat: 09:00 - 17:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Wellgate Day Support Service,56.4657334,-2.9663117,Ladywell Avenue,Dundee,DD1 2LA,0138 2435338,"Mon: 08:30 - 16:30, Tue: 08:30 - 16:30, Wed: 08:30 - 16:30, Thu: 08:30 - 16:30, Fri: 08:30 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Flitwick Leisure Centre,52.0065408,-0.5035215,Steppingley Road,Bedford,MK45 1TH,0300 3008045,"Mon: 06:00 - 23:00, Tue: 06:00 - 23:00, Wed: 06:00 - 23:00, Thu: 06:00 - 23:00, Fri: 06:00 - 23:00, Sat: 08:00 - 20:00, Sun: 07:00 - 22:30",,,,,,,,,,,,,,,
Fife College - Stenton Campus,56.1856973,-3.1770513,Stenton Road,,KY2 6KA,0344 2480115,"Mon: 08:00 - 18:00, Tue: 08:00 - 18:00, Wed: 08:00 - 21:00, Thu: 08:00 - 18:00, Fri: 08:00 - 18:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Southampton Football Club,50.906547,-1.390831,St. Mary's Stadium,,SO14 5FP,0238 0711980,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Leicester Leys Leisure Centre,52.6676374,-1.1659603,Beaumont Way,Leicester,LE4 1DS,0116 2333070,"Mon: 07:30 - 22:00, Tue: 07:30 - 22:00, Wed: 07:30 - 22:00, Thu: 07:30 - 22:00, Fri: 07:30 - 22:00, Sat: 08:00 - 17:00, Sun: 08:00 - 17:00",,,,,,,,,,,,,,,
Newcastle University,54.979305,-1.614357,Daysh Building,,NE1 7RU,0191 2086817,"Mon: 08:00 - 17:00, Tue: 08:00 - 17:00, Wed: 08:00 - 17:00, Thu: 08:00 - 17:00, Fri: 08:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Aylestone Leisure Centre,52.6106799,-1.134909,2 Knighton Lane East,,LE2 6LU,0116 2333040,"Mon: 06:30 - 22:30, Tue: 06:30 - 22:30, Wed: 06:30 - 22:30, Thu: 06:30 - 22:30, Fri: 06:30 - 22:30, Sat: 08:00 - 17:30, Sun: 08:00 - 17:30",,,,,,,,,,,,,,,
Brentwood Centre (Changing Village),51.6346885,0.2997794,Doddinghurst Road,Essex,CM15 9NN,0127 7215151,"Mon: 06:00 - 22:30, Tue: 06:00 - 22:30, Wed: 06:00 - 22:30, Thu: 06:00 - 22:30, Fri: 06:00 - 22:30, Sat: 06:00 - 17:30, Sun: 07:00 - 20:00",,,,,,,,,,,,,,,
Windmill Community Campus,56.129551,-3.1282732,Windmill Road,Kirkcaldy,KY1 3AL,0159 2583408,"Mon: 09:00 - 21:00, Tue: 09:00 - 22:00, Wed: 09:00 - 22:00, Thu: 09:00 - 22:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Silberrad Student Centre,51.8777259,0.9472069,University of Essex,Colchester,CO4 3SQ,0120 6873333,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Levenmouth Academy,56.181338,-3.0351366,Methilhaven Road,Leven,KY8 1EA,0159 2583118,"Mon: 08:30 - 21:45, Tue: 08:30 - 21:45, Wed: 08:30 - 21:45, Thu: 08:30 - 21:45, Fri: 08:30 - 21:30, Sat: Contact for Information, Sun: 09:15 - 13:45",,,,,,,,,,,,,,,
Kirkgate Market,53.7972476,-1.5387625,28-34 George Street,Leeds,LS2 7HY,0113 3781950,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: 09:00 - 17:00, Sun: 00:00 - 00:00",,,,,,,,,,,,,,,
Thurrock Moto Services,51.492501,0.272229,M25 Junction 30&31 Arterial Road,Grays,RM16 3BG,0170 8865487,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: Contact for Information, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Moto Services Donington,52.8216411,-1.3083025,M1 Junction 23A Castle Donington,Derby,DE74 2TN,0150 9672220,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Waterside farm Leisure Centre,51.5341953,0.5676448,Somnes Avenue,Canvey Island,SS8 9RA,0126 8694342,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 20:00, Sat: 08:00 - 17:30, Sun: 08:00 - 20:00",,,,,,,,,,,,,,,
Liverpool Philharmonic Hall,53.4013413,-2.9702569,Hope Street,Liverpool,L1 9BP,0151 2102895,"Mon: 08:30 - 18:30, Tue: 08:30 - 18:30, Wed: 08:30 - 18:30, Thu: 08:30 - 18:30, Fri: 08:30 - 18:30, Sat: 08:30 - 18:30, Sun: 09:00 - 17:00",,,,,,,,,,,,,,,
Royal Berkshire Foundation NHS trust,51.449893,-0.9574302,Craven Road,Reading,RG1 5AN,0118 3225111,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Bristol Airport,51.3836304,-2.7135463,Bristol Airport,Bristol,BS48 3DY,0871 3344444,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Thurrock Lifesyle Solutions (Marisco Hall ),51.4829,0.3696,Marisco Hall,"Chadwell, St Mary",RM16 4LJ,0137 5850711,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Thurrock Lifestyle Solutions South Ockendon,51.5094,0.2829,2-4 Derwent Parade,South Ockendon,RM15 5EE,0170 8856850,"Mon: 09:00 - 16:00, Tue: 09:00 - 16:00, Wed: 09:00 - 16:00, Thu: 09:00 - 16:00, Fri: 09:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Swanley Link,51.3972578,0.172624,"Swanley Link, ,",Swanley,BR8 7AE,0300 0414141,"Mon: 09:00 - 18:00, Tue: 09:00 - 18:00, Wed: 09:00 - 18:00, Thu: 09:00 - 18:00, Fri: 09:00 - 18:00, Sat: 09:00 - 16:00, Sun: 09:00 - 16:00",,,,,,,,,,,,,,,
The Vinery Centre,53.7967747,-1.5117645,20 Vinery Terrace,Leeds,LS9 9LU,0113 2351331,"Mon: 08:30 - 16:30, Tue: 08:30 - 16:30, Wed: 08:30 - 16:30, Thu: 08:30 - 16:30, Fri: 08:30 - 16:30, Sat: 09:00 - 12:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Kelty Community Centre,56.1354316,-3.3817441,90-92 Mainstreet,Kelty,KY4 0AQ,0138 3602343,"Mon: 08:00 - 21:30, Tue: 08:00 - 21:30, Wed: 08:00 - 21:30, Thu: 08:00 - 21:30, Fri: 08:00 - 21:30, Sat: 09:00 - 18:00, Sun: 10:00 - 18:00",,,,,,,,,,,,,,,
Farnborough Library,51.2871709,-0.7611086,Pinehurst,Farnborough,GU14 7JZ,0300 5551387,"Mon: 09:30 - 19:00, Tue: 09:30 - 18:00, Wed: 09:30 - 18:00, Thu: 09:30 - 18:00, Fri: 09:30 - 19:00, Sat: 09:30 - 17:00, Sun: Contact for Information",,,,,,,,,,,,,,,
Swindon Orbital,51.5976912,-1.8084819,Thamesdown Drive,Swindon,SN25 4AN,0179 3726636,"Mon: 10:00 - 18:00, Tue: 10:00 - 18:00, Wed: 10:00 - 18:00, Thu: 10:00 - 18:00, Fri: 10:00 - 18:00, Sat: 09:00 - 18:00, Sun: 09:00 - 18:00",,,,,,,,,,,,,,,
Tesco Extra-Slough Wellington,51.5104387,-0.5905393,"Tesco, Brunel Way",Slough,SL1 1XW,0345 6779859,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 10:00 - 16:00",,,,,,,,,,,,,,,
The Mall At Cribbs Causeway,51.525746,-2.5971485,"Patchway,",Bristol,BS34 5DG,0117 9155326,"Mon: 09:30 - 21:00, Tue: 09:30 - 21:00, Wed: 09:30 - 21:00, Thu: 09:30 - 21:00, Fri: 09:30 - 21:00, Sat: 09:00 - 20:00, Sun: 11:00 - 17:00",,,,,,,,,,,,,,,
Alford community center,57.2315955,-2.706794,Murray Terrace,Alford,AB33 8PY,0197 5562251,"Mon: 06:30 - 22:15, Tue: 06:30 - 22:15, Wed: 06:30 - 22:15, Thu: 06:30 - 22:15, Fri: 06:30 - 22:15, Sat: 09:00 - 16:30, Sun: 11:00 - 19:00",,,,,,,,,,,,,,,
Accrington Bus Station,53.7545932,-2.3676965,King Street,Accrington,BB5 1PR,0871 2002233,"Mon: 05:00 - 22:00, Tue: 05:00 - 22:00, Wed: 05:00 - 22:00, Thu: 05:00 - 22:00, Fri: 05:00 - 22:00, Sat: 06:15 - 22:00, Sun: 07:45 - 21:00",,,,,,,,,,,,,,,
Runnymede Swimming Pool,51.5624321,0.5847069,Kiln Road,Benfleet,SS7 1TF,0126 8756514,"Mon: 07:00 - 20:30, Tue: 07:00 - 19:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 18:30, Sat: 08:00 - 17:30, Sun: 08:00 - 17:30",,,,,,,,,,,,,,,
The Pavillion On The Park,50.967079,-1.3735632,1 Kingfisher Road,Eastleigh,SO50 9LH,0238 0612710,"Mon: 08:00 - 16:00, Tue: 08:00 - 16:00, Wed: 08:00 - 16:00, Thu: 08:00 - 16:00, Fri: 08:00 - 16:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
East Riding Leisure Haltemprice,53.7484237,-0.4357709,Springfield Way,Hull,HU10 6QJ,0148 2652501,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 08:30 - 20:30, Sun: 08:30 - 20:30",,,,,,,,,,,,,,,
Manchester Aquatics Centre,53.4695454,-2.2354602,2 Booth Street East,Manchester,M13 9SS,0161 6416310,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 07:00 - 18:00, Sun: 07:00 - 22:00",,,,,,,,,,,,,,,
Witham Leisure Centre,51.796542,0.6331136,Spinks Lane,Witham,CM8 1EP,0137 6534910,"Mon: 06:00 - 22:00, Tue: 06:00 - 22:00, Wed: 06:00 - 22:00, Thu: 06:00 - 22:00, Fri: 06:00 - 22:00, Sat: 07:00 - 20:30, Sun: 07:00 - 20:30",,,,,,,,,,,,,,,
Acorn Enterprises,49.233844,-2.094865,Acorn Enterprises,Trinity,JE3 5JF,0153 4788900,"Mon: 09:00 - 16:15, Tue: 09:00 - 16:15, Wed: 09:00 - 16:15, Thu: 09:00 - 16:15, Fri: 09:00 - 16:15, Sat: 09:00 - 16:15, Sun: Contact for Information",,,,,,,,,,,,,,,
East Riding Leisure Bridlington,54.0845558,-0.1866227,East Riding Leisure Bridlington,Bridlington,Y015 2QQ,0148 2395180,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 07:30 - 18:00, Sun: 08:00 - 21:00",,,,,,,,,,,,,,,
Driffield Childrens Centre and Waterview Lodge,54.005206,-0.4360874,Beckside,Driffield,YO25 6QN,0137 7240782,"Mon: 09:30 - 15:00, Tue: 09:30 - 15:00, Wed: 09:30 - 15:00, Thu: 09:30 - 15:00, Fri: 09:30 - 15:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Furness General Hospital,54.1365761,-3.2087562,Furness General Hospital,Barrow In Furness,LA14 4LF,0122 9870870,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
The Castle Centre (Ground Floor),51.4934252,-0.1024138,2 St. Gabriel Walk,London,SE1 6FG,0333 0050411,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 07:00 - 18:00, Sun: 07:00 - 22:00",,,,,,,,,,,,,,,
Stanborough Park,51.7853913,-0.2208512,Stanborough Road,,AL8 6DQ,0170 7379860,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
East Manchester Leisure Centre,53.4774686,-2.194248,60 Greymare Lane,,M11 3ND,0161 6411200,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 09:00 - 12:00, Sun: 09:00 - 12:00",,,,,,,,,,,,,,,
Inverurie Day Centre,57.2849941,-2.3738153,Port Road,Inverurie,AB51 3SP,,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Cupar Sports Centre,56.3189149,-3.0302423,Carslogie Road,Cupar,KY15 4HY,0133 4659324,"Mon: 07:00 - 22:00, Tue: 07:00 - 22:00, Wed: 07:00 - 22:00, Thu: 07:00 - 22:00, Fri: 07:00 - 21:00, Sat: 08:00 - 16:00, Sun: 08:00 - 16:00",,,,,,,,,,,,,,,
The Castle Centre (First Floor),51.4934252,-0.1024138,2 St Gabriel Walk,Elephant and Castle,SE1 6FG,0333 0050411,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 07:00 - 18:00, Sun: 07:00 - 22:00",,,,,,,,,,,,,,,
Consett Leisure Centre,54.858342,-1.830008,Consett Leisure Centre,,DH8 5HU,0120 7218151,"Mon: 06:30 - 09:30, Tue: 06:30 - 09:30, Wed: 06:30 - 09:30, Thu: 06:30 - 09:30, Fri: 06:30 - 09:30, Sat: 08:00 - 17:00, Sun: 07:00 - 19:00",,,,,,,,,,,,,,,
Lakeside Village Shopping Outlet,53.507349,-1.114982,Lakeside Village Shopping Outlet,Doncaster,DN4 5JH,0130 2366444,"Mon: 10:00 - 18:00, Tue: 10:00 - 18:00, Wed: 10:00 - 18:00, Thu: 10:00 - 20:00, Fri: 10:00 - 18:00, Sat: 09:30 - 18:00, Sun: 10:00 - 16:00",,,,,,,,,,,,,,,
Waters Edge Visitor Centre,53.6969685,-0.4418267,Maltkin Road,,DN18 5JR,0165 2631500,"Mon: 09:00 - 17:00, Tue: 09:00 - 17:00, Wed: 09:00 - 17:00, Thu: 09:00 - 17:00, Fri: 09:00 - 17:00, Sat: 10:00 - 17:00, Sun: 10:00 - 17:00",,,,,,,,,,,,,,,
Ballymena Health & Care Centre,54.8748927,-6.2726362,Braid Valley Care Complex,Ballymena,BT43 6HB,0282 7661377,"Mon: 08:30 - 16:30, Tue: 08:30 - 16:30, Wed: 08:30 - 16:30, Thu: 08:30 - 16:30, Fri: 08:30 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Alton Towers Resort ( Fountain Square),52.9874366,-1.8864512,Alton,,ST10 4DB,0871 2223330,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Alton Towers Resort (X Sector),52.9801934,-1.8944597,Alton,,ST10 4DB,0871 2223330,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Epworth Leisure Centre,53.5234144,-0.8262372,Epworth Leisure Centre,Epworth,DN9 1BZ,0142 7873845,"Mon: 07:15 - 10:00, Tue: 07:15 - 10:00, Wed: 07:15 - 10:00, Thu: 07:15 - 10:00, Fri: 07:15 - 09:00, Sat: 09:00 - 16:00, Sun: 11:00 - 19:00",,,,,,,,,,,,,,,
The Portal Leisure Centre 1,55.6143265,-4.6651094,The Portal,Irvine,KA12 0AZ,0129 4310060,"Mon: 07:00 - 21:00, Tue: 07:00 - 21:00, Wed: 07:00 - 21:00, Thu: 07:00 - 21:00, Fri: 07:00 - 21:00, Sat: 08:00 - 17:00, Sun: 08:00 - 17:00",,,,,,,,,,,,,,,
The Portal Leisure Centre 2,55.6143265,-4.6651094,The Portal Leisure Centre,Irvine,KA12 0AZ,0129 4310060,"Mon: 07:00 - 21:00, Tue: 07:00 - 21:00, Wed: 07:00 - 21:00, Thu: 07:00 - 21:00, Fri: 07:00 - 21:00, Sat: 08:00 - 17:00, Sun: 08:00 - 17:00",,,,,,,,,,,,,,,
The Portal Leisure Centre 3,55.6143265,-4.6651094,The Portal Leisure Centre,Irvine,KA12 0DZ,0129 4310060,"Mon: 07:00 - 21:00, Tue: 07:00 - 21:00, Wed: 07:00 - 21:00, Thu: 07:00 - 21:00, Fri: 07:00 - 21:00, Sat: 08:00 - 17:00, Sun: 08:00 - 17:00",,,,,,,,,,,,,,,
Abraham Moss Leisure Centre,53.5114517,-2.236164,Abraham Moss Leisure Centre,Manchester,M8 5UF,0161 7207622,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 09:00 - 17:00, Sun: 09:00 - 17:00",,,,,,,,,,,,,,,
William Merritt Centre,53.821346,-1.655435,Willaim Merritt Centre,Rodley,LS13 1HP,0113 3508989,"Mon: 08:30 - 16:30, Tue: 08:30 - 16:30, Wed: 08:30 - 16:30, Thu: 08:30 - 16:30, Fri: 08:30 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Hartlepool Centre for Independent Living,54.6813424,-1.2008768,Hartlepool Centre for Independent Living,Hartlepool,TS24 7NY,0142 9401700,"Mon: 08:00 - 18:00, Tue: 08:00 - 18:00, Wed: 08:00 - 18:00, Thu: 08:00 - 18:00, Fri: 08:00 - 20:00, Sat: 09:00 - 12:30, Sun: 09:00 - 12:30",,,,,,,,,,,,,,,
Roadchef M6 Toll,52.664733,-1.967963,Roadchef M6 Toll Junction T6/T7 Betty's Lane,Cannock,WS11 9UX,0782 6872808,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Butchers Row Public Toilets,52.7081528,-2.7528349,Butcher Row,Shrewsbury,SY1 1UQ,0174 3281010,"Mon: 09:45 - 16:30, Tue: 09:45 - 16:30, Wed: 09:45 - 16:30, Thu: 09:45 - 16:30, Fri: 09:45 - 16:30, Sat: 09:45 - 16:30, Sun: 09:45 - 16:30",,,,,,,,,,,,,,,
Windsor Leisure Centre,51.485811,-0.621285,Windsor Leisure Centre,Windsor,SL4 5JB,0175 3778577,"Mon: 06:00 - 22:00, Tue: 06:00 - 22:00, Wed: 06:00 - 22:00, Thu: 06:00 - 22:00, Fri: 06:00 - 22:00, Sat: 08:00 - 18:00, Sun: 08:00 - 18:00",,,,,,,,,,,,,,,
Leicester Outdoor Pursuits Centre,52.6635998,-1.1263757,Leicester O utdoor Pursuit Centre,Leicester,LE4 5PN,0116 2681426,"Mon: 09:00 - 18:00, Tue: 09:00 - 18:00, Wed: 09:00 - 18:00, Thu: 09:00 - 18:00, Fri: 09:00 - 18:00, Sat: 09:00 - 18:00, Sun: 10:00 - 16:00",,,,,,,,,,,,,,,
The Dolphin Leisure Centre,51.0055916,-0.1100921,The Dolphin Leisure Centre,Haywards Heath,RH16 1LY,,"Mon: 06:15 - 23:00, Tue: 06:15 - 23:00, Wed: 06:15 - 23:00, Thu: 06:15 - 23:00, Fri: 06:15 - 21:00, Sat: 07:30 - 20:00, Sun: 07:30 - 20:00",,,,,,,,,,,,,,,
Broughton Community Wellbeing Hub,53.5657095,-0.5458195,Broughton Community Wellbeing Hub,Broughton,DN20 0JW,0156 2653384,"Mon: 10:00 - 16:00, Tue: 14:00 - 16:00, Wed: 10:00 - 16:00, Thu: 10:00 - 12:00, Fri: 10:00 - 16:30, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Hinckley Leisure Centre,52.540024,-1.369807,Argents Mead,Hinckley,LE10 1BZ,0145 5610011,"Mon: 06:30 - 22:00, Tue: 06:30 - 22:00, Wed: 06:30 - 22:00, Thu: 06:30 - 22:00, Fri: 06:30 - 22:00, Sat: 06:30 - 20:00, Sun: 06:30 - 22:00",,,,,,,,,,,,,,,
Ipswich Hospital NHS Trust,52.0568489,1.1979147,Heath Road,Ipswich,IP4 5PD,0147 3712233,"Mon: 00:00 - 23:59, Tue: 00:00 - 23:59, Wed: 00:00 - 23:59, Thu: 00:00 - 23:59, Fri: 00:00 - 23:59, Sat: 00:00 - 23:59, Sun: 00:00 - 23:59",,,,,,,,,,,,,,,
Brigg Recreation Centre,53.5588236,-0.4834502,Brigg Recreation Centre,Brigg,DN20 8PJ,0172 4291907,"Mon: Contact for Information, Tue: Contact for Information, Wed: Contact for Information, Thu: Contact for Information, Fri: Contact for Information, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
Sbectwrn Community Centre,51.4874024,-3.2445727,Sbectrwm Community Centre,Cardiff,CF5 3EF,0292 0561025,"Mon: 08:30 - 18:00, Tue: 08:30 - 18:00, Wed: 08:30 - 18:00, Thu: 08:30 - 18:00, Fri: 08:30 - 18:00, Sat: Contact for Information, Sun: Contact for Information",,,,,,,,,,,,,,,
